"Data","Ultimo"
2023-07-26,23.65
2023-07-25,23.53
2023-07-24,23.49
2023-07-21,23.96
2023-07-20,23.68
2023-07-19,24.44
2023-07-18,24.14
2023-07-17,24
2023-07-14,23.79
2023-07-13,24.2
2023-07-12,24.11
2023-07-11,23.65
2023-07-10,23.78
2023-07-07,22.94
2023-07-06,22.79
2023-07-05,23.36
2023-07-03,23.27
2023-06-30,23.35
2023-06-29,23.25
2023-06-28,23.39
2023-06-27,23.05
2023-06-26,23.06
2023-06-23,23.48
2023-06-22,23.62
2023-06-21,23.73
2023-06-20,24.06
2023-06-16,24.17
2023-06-15,24.44
2023-06-14,24.43
2023-06-13,24.72
2023-06-12,24.44
2023-06-09,24.28
2023-06-08,24.43
2023-06-07,24.61
2023-06-06,24.75
2023-06-05,24.31
2023-06-02,24.55
2023-06-01,24.08
2023-05-31,23.84
2023-05-30,23.92
2023-05-26,24.03
2023-05-25,23.81
2023-05-24,24.51
2023-05-23,25.1
2023-05-22,24.75
2023-05-19,24.05
2023-05-18,23.92
2023-05-17,24.15
2023-05-16,24.03
2023-05-15,24.68
2023-05-12,23.91
2023-05-11,24.23
2023-05-10,24.65
2023-05-09,24.57
2023-05-08,24.49
2023-05-05,24.62
2023-05-04,24.32
2023-05-03,23.73
2023-05-02,23.24
2023-05-01,23.61
2023-04-28,23.44
2023-04-27,23.25
2023-04-26,23.24
2023-04-25,23.52
2023-04-24,23.93
2023-04-21,24.07
2023-04-20,23.71
2023-04-19,24.16
2023-04-18,24.16
2023-04-17,24.49
2023-04-14,24.32
2023-04-13,24.62
2023-04-12,23.39
2023-04-11,23.59
2023-04-10,23.42
2023-04-06,23.84
2023-04-05,23.22
2023-04-04,23.08
2023-04-03,23.32
2023-03-31,23.27
2023-03-30,22.92
2023-03-29,23.15
2023-03-28,22.77
2023-03-27,23
2023-03-24,22.82
2023-03-23,22.65
2023-03-22,22.53
2023-03-21,23.24
2023-03-20,23.05
2023-03-17,23.05
2023-03-16,23.34
2023-03-15,23.36
2023-03-14,23.51
2023-03-13,23.13
2023-03-10,22.48
2023-03-09,23
2023-03-08,23.42
2023-03-07,23.59
2023-03-06,23.83
2023-03-03,24.42
2023-03-02,24
2023-03-01,23.89
2023-02-28,24.08
2023-02-27,23.94
2023-02-24,23.85
2023-02-23,24.73
2023-02-22,25.06
2023-02-21,24.75
2023-02-17,25.68
2023-02-16,25.45
2023-02-15,26
2023-02-14,25.94
2023-02-13,25.91
2023-02-10,25.77
2023-02-09,25.98
2023-02-08,26.43
2023-02-07,27.18
2023-02-06,26.97
2023-02-03,27.34
2023-02-02,27.9
2023-02-01,27.21
2023-01-31,26.94
2023-01-30,26.51
2023-01-27,27.25
2023-01-26,26.87
2023-01-25,27.14
2023-01-24,27.05
2023-01-23,26.84
2023-01-20,26.31
2023-01-19,26
2023-01-18,26.29
2023-01-17,26.54
2023-01-13,26.55
2023-01-12,26.61
2023-01-11,25.98
2023-01-10,25.88
2023-01-09,25.41
2023-01-06,25.66
2023-01-05,25.69
2023-01-04,25.94
2023-01-03,25.07
2022-12-30,25.17
2022-12-29,25.08
2022-12-28,24.22
2022-12-27,24.47
2022-12-23,25.37
2022-12-22,25.79
2022-12-21,25.94
2022-12-20,25.47
2022-12-19,25.5
2022-12-16,26.35
2022-12-15,26.6
2022-12-14,27.66
2022-12-13,27.52
2022-12-12,26.78
2022-12-09,26.81
2022-12-08,27.35
2022-12-07,26.95
2022-12-06,26.92
2022-12-05,27.82
2022-12-02,28.44
2022-12-01,28.02
2022-11-30,28.14
2022-11-29,27.1
2022-11-28,27.14
2022-11-25,27.22
2022-11-23,27.35
2022-11-22,27.24
2022-11-21,27.33
2022-11-18,27.71
2022-11-17,27.9
2022-11-16,28.28
2022-11-15,28.77
2022-11-14,28.77
2022-11-11,29.01
2022-11-10,28.25
2022-11-09,26.43
2022-11-08,26.96
2022-11-07,26.93
2022-11-04,27.04
2022-11-03,26.71
2022-11-02,26.9
2022-11-01,27.36
2022-10-31,27.25
2022-10-28,27.66
2022-10-27,26.9
2022-10-26,27.27
2022-10-25,26.71
2022-10-24,25.96
2022-10-21,26.05
2022-10-20,25.26
2022-10-19,25.66
2022-10-18,26.91
2022-10-17,26.95
2022-10-14,26.1
2022-10-13,26.68
2022-10-12,26.28
2022-10-11,25.81
2022-10-10,25.92
2022-10-07,26.36
2022-10-06,27.56
2022-10-05,27.66
2022-10-04,27.79
2022-10-03,26.77
2022-09-30,26.39
2022-09-29,26.37
2022-09-28,27.22
2022-09-27,26.36
2022-09-26,25.77
2022-09-23,26.31
2022-09-22,26.87
2022-09-21,27.44
2022-09-20,28.27
2022-09-19,28.57
2022-09-16,29.12
2022-09-15,30.08
2022-09-14,29.69
2022-09-13,29.28
2022-09-12,30.96
2022-09-09,30.86
2022-09-08,30.33
2022-09-07,29.51
2022-09-06,28.47
2022-09-02,29.22
2022-09-01,29.99
2022-08-31,29.68
2022-08-30,29.62
2022-08-29,29.92
2022-08-26,30.24
2022-08-25,31.72
2022-08-24,31.54
2022-08-23,30.95
2022-08-22,30.57
2022-08-19,31.06
2022-08-18,31.77
2022-08-17,32.39
2022-08-16,33.64
2022-08-15,34.57
2022-08-12,34.24
2022-08-11,33.19
2022-08-10,34.18
2022-08-09,32.65
2022-08-08,34.05
2022-08-05,34.01
2022-08-04,33.61
2022-08-03,33.07
2022-08-02,31.62
2022-08-01,31.13
2022-07-29,31.66
2022-07-28,32.25
2022-07-27,32.5
2022-07-26,31.86
2022-07-25,31.97
2022-07-22,31.9
2022-07-21,33.11
2022-07-20,33.04
2022-07-19,32.5
2022-07-18,31.15
2022-07-15,31.79
2022-07-14,31.37
2022-07-13,32.41
2022-07-12,31.83
2022-07-11,31.49
2022-07-08,32.7
2022-07-07,32.61
2022-07-06,31.28
2022-07-05,31.45
2022-07-01,29.66
2022-06-30,28.9
2022-06-29,29.09
2022-06-28,28.98
2022-06-27,30.04
2022-06-24,30.11
2022-06-23,29.42
2022-06-22,27.85
2022-06-21,27.06
2022-06-17,26.17
2022-06-16,25.35
2022-06-15,25.73
2022-06-14,25.09
2022-06-13,25.1
2022-06-10,26.49
2022-06-09,27.75
2022-06-08,28.94
2022-06-07,28.84
2022-06-06,27.94
2022-06-03,28.33
2022-06-02,28.4
2022-06-01,28.11
2022-05-31,28.67
2022-05-27,29.32
2022-05-26,28.97
2022-05-25,28.65
2022-05-24,28.46
2022-05-23,29.24
2022-05-20,29.02
2022-05-19,28.88
2022-05-18,28.3
2022-05-17,29.13
2022-05-16,28.29
2022-05-13,28.62
2022-05-12,27.4
2022-05-11,26.66
2022-05-10,28.4
2022-05-09,27.58
2022-05-06,29.03
2022-05-05,29.7
2022-05-04,31.19
2022-05-03,30.61
2022-05-02,30.48
2022-04-29,29.75
2022-04-28,30.36
2022-04-27,30.29
2022-04-26,30.46
2022-04-25,31.84
2022-04-22,31.35
2022-04-21,31.84
2022-04-20,32.74
2022-04-19,32.81
2022-04-18,32.74
2022-04-14,33.75
2022-04-13,34.5
2022-04-12,33.57
2022-04-11,33.76
2022-04-08,34.74
2022-04-07,34.84
2022-04-06,34.65
2022-04-05,34.9
2022-04-04,35.91
2022-04-01,35.17
2022-03-31,34.45
2022-03-30,34.87
2022-03-29,35.37
2022-03-28,34.23
2022-03-25,34.22
2022-03-24,34.85
2022-03-23,34.29
2022-03-22,35.11
2022-03-21,34.42
2022-03-18,35.22
2022-03-17,34.39
2022-03-16,33.48
2022-03-15,31.81
2022-03-14,31.36
2022-03-11,31.99
2022-03-10,32.85
2022-03-09,33.15
2022-03-08,31.72
2022-03-07,31.63
2022-03-04,32.23
2022-03-03,33.17
2022-03-02,34.28
2022-03-01,34.24
2022-02-28,34.78
2022-02-25,34.72
2022-02-24,33.93
2022-02-23,32.79
2022-02-22,33.45
2022-02-18,33.95
2022-02-17,34.34
2022-02-16,35.6
2022-02-15,35.9
2022-02-14,34.41
2022-02-11,35.01
2022-02-10,35.57
2022-02-09,36.55
2022-02-08,35.43
2022-02-07,35.94
2022-02-04,35.46
2022-02-03,35.39
2022-02-02,36.13
2022-02-01,36.94
2022-01-31,36.31
2022-01-28,34.66
2022-01-27,33.52
2022-01-26,34.47
2022-01-25,34.8
2022-01-24,35.16
2022-01-21,34.79
2022-01-20,35.32
2022-01-19,35.66
2022-01-18,36.14
2022-01-14,38
2022-01-13,37.76
2022-01-12,39.26
2022-01-11,39.94
2022-01-10,39.71
2022-01-07,39.67
2022-01-06,39.74
2022-01-05,40.02
2022-01-04,42.1
2022-01-03,43.88
2021-12-31,43.81
2021-12-30,44.41
2021-12-29,43.97
2021-12-28,43.99
2021-12-27,44.57
2021-12-23,45.54
2021-12-22,45.42
2021-12-21,45.56
2021-12-20,45.69
2021-12-17,46.09
2021-12-16,44.77
2021-12-15,45.54
2021-12-14,44.1
2021-12-13,44.42
2021-12-10,44.4
2021-12-09,45.07
2021-12-08,46.23
2021-12-07,45.63
2021-12-06,43.23
2021-12-03,44.42
2021-12-02,46.04
2021-12-01,45.78
2021-11-30,47.44
2021-11-29,47.41
2021-11-26,47.43
2021-11-24,46.54
2021-11-23,46.42
2021-11-22,47.04
2021-11-19,47.7
2021-11-18,47.66
2021-11-17,47.9
2021-11-16,48.12
2021-11-15,47.75
2021-11-12,48.07
2021-11-11,47.89
2021-11-10,47.96
2021-11-09,48.69
2021-11-08,49.51
2021-11-05,49.08
2021-11-04,50.43
2021-11-03,51.35
2021-11-02,50.85
2021-11-01,50.5
2021-10-29,49.69
2021-10-28,50.19
2021-10-27,49.05
2021-10-26,49.85
2021-10-25,49.99
2021-10-22,49.42
2021-10-21,49.73
2021-10-20,49.3
2021-10-19,49.25
2021-10-18,48.46
2021-10-15,48.62
2021-10-14,49.06
2021-10-13,48.07
2021-10-12,47.88
2021-10-11,47.29
2021-10-08,47.23
2021-10-07,48.07
2021-10-06,47.49
2021-10-05,48.35
2021-10-04,48.05
2021-10-01,49.68
2021-09-30,50.71
2021-09-29,50.37
2021-09-28,51.02
2021-09-27,52.89
2021-09-24,53.5
2021-09-23,55.21
2021-09-22,54.5
2021-09-21,54.53
2021-09-20,53.54
2021-09-17,55.2
2021-09-16,54.35
2021-09-15,54.13
2021-09-14,53.5
2021-09-13,53.72
2021-09-10,54.79
2021-09-09,54.47
2021-09-08,54.09
2021-09-07,54.91
2021-09-03,55.14
2021-09-02,55.47
2021-09-01,54.69
2021-08-31,53.87
2021-08-30,53.43
2021-08-27,53.68
2021-08-26,53.29
2021-08-25,53.77
2021-08-24,53.56
2021-08-23,53.56
2021-08-20,51.45
2021-08-19,50.81
2021-08-18,52.07
2021-08-17,52.34
2021-08-16,51.57
2021-08-13,52.71
2021-08-12,53.12
2021-08-11,52.27
2021-08-10,53.44
2021-08-09,54.94
2021-08-08,53.73
2021-08-07,53.73
2021-08-06,53.73
2021-08-05,54.37
2021-08-04,52.5
2021-08-03,51.08
2021-08-02,50.26
2021-07-30,50.11
2021-07-29,50.03
2021-07-28,50.01
2021-07-27,48.41
2021-07-26,48.85
2021-07-23,49.8
2021-07-22,49.97
2021-07-21,50
2021-07-20,49.44
2021-07-19,48.75
2021-07-16,48.16
2021-07-15,48.2
2021-07-14,48.15
2021-07-13,48.79
2021-07-12,49.86
2021-07-09,50.56
2021-07-08,49.92
2021-07-07,49.66
2021-07-06,50.54
2021-07-05,52.01
2021-07-04,52.01
2021-07-03,52.01
2021-07-02,52.01
2021-07-01,52.55
2021-06-30,52.03
2021-06-29,51.65
2021-06-28,51.41
2021-06-25,50.43
2021-06-24,50.09
2021-06-23,49.04
2021-06-22,49.08
2021-06-21,48.7
2021-06-18,47.88
2021-06-17,48.36
2021-06-16,47.74
2021-06-15,48.56
2021-06-14,49.58
2021-06-11,49.79
2021-06-10,49.62
2021-06-09,49.04
2021-06-08,47.91
2021-06-07,48.07
2021-06-04,46.88
2021-06-03,46.15
2021-06-02,46.68
2021-06-01,46.54
2021-05-28,46.83
2021-05-27,46.39
2021-05-26,46.49
2021-05-25,45.85
2021-05-24,45.9
2021-05-21,45.97
2021-05-20,46.42
2021-05-19,45.19
2021-05-18,45.8
2021-05-17,45.57
2021-05-14,45.12
2021-05-13,43.63
2021-05-12,43.79
2021-05-11,44.73
2021-05-10,44.32
2021-05-07,45.54
2021-05-06,44.38
2021-05-05,44.78
2021-05-04,45.5
2021-05-03,47.61
2021-04-30,47.95
2021-04-29,47.97
2021-04-28,48.61
2021-04-27,48.4
2021-04-26,48.51
2021-04-23,47.09
2021-04-22,46.9
2021-04-21,46.67
2021-04-20,45.43
2021-04-19,45.32
2021-04-16,46.01
2021-04-15,46.37
2021-04-14,45.9
2021-04-13,44.93
2021-04-12,43.82
2021-04-09,44.55
2021-04-08,44.77
2021-04-07,44.42
2021-04-06,45.91
2021-04-05,46.41
2021-04-01,46.12
2021-03-31,45.71
2021-03-30,43.79
2021-03-29,43.43
2021-03-26,44.25
2021-03-25,44.47
2021-03-24,43.96
2021-03-23,46.18
2021-03-22,48.06
2021-03-19,47.19
2021-03-18,46.08
2021-03-17,47.95
2021-03-16,47.63
2021-03-15,47.9
2021-03-12,47.29
2021-03-11,47.63
2021-03-10,45.61
2021-03-09,45.2
2021-03-08,42.64
2021-03-05,43.69
2021-03-04,43.25
2021-03-03,44.5
2021-03-02,46.97
2021-03-01,48.53
2021-02-26,47.01
2021-02-25,46.98
2021-02-24,48.35
2021-02-23,48.16
2021-02-22,49.54
2021-02-19,51.63
2021-02-18,50.57
2021-02-17,52.02
2021-02-16,51.75
2021-02-12,53.02
2021-02-11,52.88
2021-02-10,53.33
2021-02-09,54.3
2021-02-08,54.83
2021-02-05,53.3
2021-02-04,52.58
2021-02-03,51.91
2021-02-02,52.85
2021-02-01,51.81
2021-01-29,50.35
2021-01-28,50.33
2021-01-27,49.97
2021-01-26,51.01
2021-01-25,52.17
2021-01-22,51.47
2021-01-21,50.82
2021-01-20,52.2
2021-01-19,52.53
2021-01-15,51.32
2021-01-14,51.74
2021-01-13,49.67
2021-01-12,49.54
2021-01-11,49.03
2021-01-08,49.34
2021-01-07,49.81
2021-01-06,47.38
2021-01-05,46.58
2021-01-04,46.21
2020-12-31,45.94
2020-12-30,46.93
2020-12-29,46.58
2020-12-28,48.37
2020-12-24,49.33
2020-12-23,50.09
2020-12-22,50.1
2020-12-21,49.61
2020-12-18,48.59
2020-12-17,48.65
2020-12-16,48.2
2020-12-15,48.81
2020-12-14,49.43
2020-12-11,49.15
2020-12-10,49.39
2020-12-09,47.49
2020-12-08,48.47
2020-12-07,47.34
2020-12-04,46.23
2020-12-03,45.83
2020-12-02,44.96
2020-12-01,45.01
2020-11-30,44.7
2020-11-27,43.73
2020-11-25,41.9
2020-11-24,41.51
2020-11-23,41.92
2020-11-20,41.56
2020-11-19,41.3
2020-11-18,41.03
2020-11-17,41.73
2020-11-16,41.99
2020-11-13,41.69
2020-11-12,41.3
2020-11-11,41.24
2020-11-10,40.48
2020-11-09,40.45
2020-11-06,40.56
2020-11-05,41.43
2020-11-04,40.92
2020-11-03,39
2020-11-02,38.16
2020-10-30,37.93
2020-10-29,39.25
2020-10-28,38.81
2020-10-27,39.99
2020-10-26,39.53
2020-10-23,39.66
2020-10-22,39.65
2020-10-21,39.15
2020-10-20,40.2
2020-10-19,40.68
2020-10-16,41.45
2020-10-15,41.1
2020-10-14,41.43
2020-10-13,42.11
2020-10-12,41.59
2020-10-09,41.35
2020-10-08,40.83
2020-10-07,40.5
2020-10-06,39.55
2020-10-05,39.88
2020-10-04,38.22
2020-10-03,38.22
2020-10-02,38.22
2020-10-01,39.32
2020-09-30,38.96
2020-09-29,39.15
2020-09-28,39.16
2020-09-27,39.13
2020-09-26,39.13
2020-09-25,39.13
2020-09-24,38.14
2020-09-23,38.64
2020-09-22,39.62
2020-09-21,39.44
2020-09-18,40.41
2020-09-17,39.8
2020-09-16,39.96
2020-09-15,39.07
2020-09-14,38.25
2020-09-13,36.22
2020-09-11,36.22
2020-09-10,35.89
2020-09-09,36.37
2020-09-08,35.37
2020-09-04,35.74
2020-09-03,36.29
2020-09-02,37.75
2020-09-01,37.55
2020-08-31,38.14
2020-08-30,37.69
2020-08-28,37.69
2020-08-27,37.33
2020-08-26,37.55
2020-08-25,37.56
2020-08-24,37.29
2020-08-23,38.13
2020-08-21,38.13
2020-08-20,38.18
2020-08-19,38.4
2020-08-18,38.61
2020-08-17,38.78
2020-08-14,37.81
2020-08-13,38.22
2020-08-12,37.86
2020-08-11,37.47
2020-08-10,38.38
2020-08-09,38.47
2020-08-08,38.47
2020-08-07,38.47
2020-08-06,38.54
2020-08-05,38.85
2020-08-04,38.7
2020-08-03,38.93
2020-08-02,37.32
2020-07-31,37.32
2020-07-30,38.18
2020-07-29,37.85
2020-07-28,38.35
2020-07-27,39.14
2020-07-26,38.08
2020-07-25,38.08
2020-07-24,38.08
2020-07-23,39.06
2020-07-22,39.96
2020-07-21,40.17
2020-07-20,40.93
2020-07-17,40.78
2020-07-16,39.76
2020-07-15,40.22
2020-07-14,39.18
2020-07-13,38.53
2020-07-12,39.03
2020-07-11,39.03
2020-07-10,39.03
2020-07-09,39.56
2020-07-08,39.59
2020-07-07,39
2020-07-06,38.26
2020-07-05,38.03
2020-07-04,38.03
2020-07-02,38.03
2020-07-01,37.75
2020-06-30,37.97
2020-06-29,37.59
2020-06-26,37.68
2020-06-25,38.97
2020-06-24,38.33
2020-06-23,39.04
2020-06-22,38.26
2020-06-19,37.16
2020-06-18,36.51
2020-06-17,36.32
2020-06-16,36.33
2020-06-15,36.03
2020-06-12,35.06
2020-06-11,34.51
2020-06-10,36.01
2020-06-09,35.6
2020-06-08,35.61
2020-06-07,34.98
2020-06-05,34.98
2020-06-04,35.13
2020-06-03,35.67
2020-06-02,36.21
2020-06-01,36.17
2020-05-29,35.88
2020-05-28,35.36
2020-05-27,35.43
2020-05-26,35.77
2020-05-22,37.01
2020-05-21,36.43
2020-05-20,36.91
2020-05-19,35.96
2020-05-18,37.25
2020-05-15,35.38
2020-05-14,34.49
2020-05-13,34.8
2020-05-12,35.3
2020-05-11,36
2020-05-10,34.39
2020-05-09,34.39
2020-05-08,34.39
2020-05-07,33.53
2020-05-06,33
2020-05-05,32.7
2020-05-04,32.16
2020-05-03,31.02
2020-05-02,31.02
2020-05-01,31.02
2020-04-30,31.62
2020-04-29,32.34
2020-04-28,32.26
2020-04-27,33.01
2020-04-24,32.79
2020-04-23,31.71
2020-04-22,32
2020-04-21,31.23
2020-04-20,32.02
2020-04-17,31.02
2020-04-16,29.45
2020-04-15,28.65
2020-04-14,29.08
2020-04-13,27.91
2020-04-09,27.98
2020-04-08,27.39
2020-04-07,26.88
2020-04-06,27.45
